"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"48364","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","49922","0.0-0.0","1290","","","","","","","","","","","","","",""
"9279","","survey-multi-choice","1","60238","0.0-1.0","1290","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"163943","","instructions","2","225188","0.0-2.0","1290","","","","[{""page_index"":0,""viewing_time"":10335},{""page_index"":1,""viewing_time"":54109},{""page_index"":2,""viewing_time"":19678},{""page_index"":1,""viewing_time"":13719},{""page_index"":2,""viewing_time"":1214},{""page_index"":3,""viewing_time"":64887}]","","","","","","","","","",""
"76051","","survey-multi-choice","3","302245","0.0-3.0-0.0","1290","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","1","false","","","","",""
"38749","","survey-multi-choice","4","353788","0.0-3.0-1.0","1290","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","5","false","","","","",""
"75878","","survey-multi-choice","5","454631","0.0-3.0-2.0","1290","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","5","false","","","","",""
"44111","","survey-multi-choice","6","514970","0.0-4.0-0.0-0.0","1290","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","1","false","","","","",""
"33965","","survey-multi-choice","7","556966","0.0-4.0-0.0-1.0","1290","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","7","false","","","","",""
"2354","","text","8","567172","0.0-5.0","1290","","","","","","","","","","83","","","",""
"24249","","survey-multi-choice","9","592429","0.0-6.0-0.0","1290","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5",""
"48751","","survey-multi-choice","10","645007","0.0-6.0-1.0","1290","","","{""Q0"":""No""}","","No","","true","2","false","","gvars","clinical","5.9",""
"77058","","survey-multi-choice","11","727548","0.0-6.0-2.0","1290","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.4",""
"28923","","survey-multi-choice","12","764803","0.0-6.0-3.0","1290","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.3",""
"20914","","survey-multi-choice","13","792237","0.0-6.0-4.0","1290","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"-1","","single-stim","14","826934","0.0-7.0","1290","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"61672","","survey-multi-choice","15","889613","0.0-8.0-0.0","1290","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.1",""
"23622","","survey-multi-choice","16","917140","0.0-8.0-1.0","1290","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"51512","","survey-multi-choice","17","972962","0.0-8.0-2.0","1290","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.6",""
"33605","","survey-multi-choice","18","1010479","0.0-8.0-3.0","1290","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.5",""
"56040","","survey-multi-choice","19","1072110","0.0-8.0-4.0","1290","","","{""Q0"":""No""}","","No","","true","3","false","","gvars","clinical","5.7",""
