"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"85421","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","85551","0.0-0.0","39195","","","","","","","","","","","","","",""
"12050","","survey-multi-choice","1","98637","0.0-1.0","39195","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"411133","","instructions","2","510771","0.0-2.0","39195","","","","[{""page_index"":0,""viewing_time"":21924},{""page_index"":1,""viewing_time"":102503},{""page_index"":2,""viewing_time"":65350},{""page_index"":3,""viewing_time"":221340}]","","","","","","","","","",""
"141884","","survey-multi-choice","3","653673","0.0-3.0-0.0","39195","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","9","false","","","","",""
"73051","","survey-multi-choice","4","744721","0.0-3.0-1.0","39195","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","10","false","","","","",""
"111963","","survey-multi-choice","5","866636","0.0-3.0-2.0","39195","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","9","false","","","","",""
"85431","","survey-multi-choice","6","968321","0.0-4.0-0.0-0.0","39195","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"72934","","survey-multi-choice","7","1051132","0.0-4.0-0.0-1.0","39195","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"3302","","text","8","1069309","0.0-5.0","39195","","","","","","","","","","83","","","",""
"153060","","survey-multi-choice","9","1223389","0.0-6.0-0.0","39195","","","{""Q0"":""Yes""}","","Yes","","true","1","false","","gvars","clinical","5.2",""
"74850","","survey-multi-choice","10","1317012","0.0-6.0-1.0","39195","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.3",""
"72618","","survey-multi-choice","11","1403592","0.0-6.0-2.0","39195","","","{""Q0"":""Yes""}","","Yes","","true","4","false","","gvars","clinical","5.1",""
"139557","","survey-multi-choice","12","1549133","0.0-6.0-3.0","39195","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5",""
"204883","","survey-multi-choice","13","1763553","0.0-6.0-4.0","39195","","","{""Q0"":""No""}","","No","","true","1","false","","gvars","clinical","5.9",""
"-1","","single-stim","14","1801435","0.0-7.0","39195","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"51881","","survey-multi-choice","15","1854334","0.0-8.0-0.0","39195","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.8",""
"102657","","survey-multi-choice","16","1963635","0.0-8.0-1.0","39195","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.4",""
"39546","","survey-multi-choice","17","2008699","0.0-8.0-2.0","39195","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.5",""
"59186","","survey-multi-choice","18","2073035","0.0-8.0-3.0","39195","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.7",""
"62941","","survey-multi-choice","19","2140650","0.0-8.0-4.0","39195","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.6",""
