"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"23532","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","23747","0.0-0.0","50974","","","","","","","","","","","","","",""
"94246","","survey-multi-choice","1","119024","0.0-1.0","50974","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"182217","","instructions","2","302241","0.0-2.0","50974","","","","[{""page_index"":0,""viewing_time"":11978},{""page_index"":1,""viewing_time"":71491},{""page_index"":2,""viewing_time"":19379},{""page_index"":3,""viewing_time"":79363}]","","","","","","","","","",""
"47167","","survey-multi-choice","3","350422","0.0-3.0-0.0","50974","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","8","false","","","","",""
"28214","","survey-multi-choice","4","392218","0.0-3.0-1.0","50974","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","6","false","","","","",""
"46277","","survey-multi-choice","5","449038","0.0-3.0-2.0","50974","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","10","false","","","","",""
"2354","","text","6","457592","0.0-5.0","50974","","","","","","","","","","83","","","",""
"26605","","survey-multi-choice","7","485208","0.0-6.0-0.0","50974","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5",""
"34197","","survey-multi-choice","8","525942","0.0-6.0-1.0","50974","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"59904","","survey-multi-choice","9","593413","0.0-6.0-2.0","50974","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.7",""
"78211","","survey-multi-choice","10","675755","0.0-6.0-3.0","50974","","","{""Q0"":""No""}","","Yes","","false","2","false","","gvars","clinical","5.6",""
"29795","","survey-multi-choice","11","717454","0.0-6.0-4.0","50974","","","{""Q0"":""No""}","","Yes","","false","2","false","","gvars","clinical","5.5",""
"-1","","single-stim","12","753714","0.0-7.0","50974","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"36302","","survey-multi-choice","13","792083","0.0-8.0-0.0","50974","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.1",""
"41232","","survey-multi-choice","14","837967","0.0-8.0-1.0","50974","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.2",""
"27972","","survey-multi-choice","15","872795","0.0-8.0-2.0","50974","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.3",""
"6840","","survey-multi-choice","16","883371","0.0-8.0-3.0","50974","","","{""Q0"":""No""}","","No","","true","2","false","","gvars","clinical","5.9",""
"32024","","survey-multi-choice","17","920615","0.0-8.0-4.0","50974","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.4",""
