"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"134550","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","135116","0.0-0.0","17323","","","","","","","","","","","","","",""
"17674","","survey-multi-choice","1","153866","0.0-1.0","17323","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""Asia""}","","","","","","","","","","",""
"744505","","instructions","2","899373","0.0-2.0","17323","","","","[{""page_index"":0,""viewing_time"":17687},{""page_index"":1,""viewing_time"":153021},{""page_index"":2,""viewing_time"":185269},{""page_index"":3,""viewing_time"":72924},{""page_index"":2,""viewing_time"":15339},{""page_index"":3,""viewing_time"":300260}]","","","","","","","","","",""
"128026","","survey-multi-choice","3","1028417","0.0-3.0-0.0","17323","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","10","false","","","","",""
"103336","","survey-multi-choice","4","1158429","0.0-3.0-1.0","17323","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","10","false","","","","",""
"36498","","survey-multi-choice","5","1205934","0.0-3.0-2.0","17323","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","10","false","","","","",""
"9845","","text","6","1229843","0.0-5.0","17323","","","","","","","","","","83","","","",""
"120588","","survey-multi-choice","7","1351449","0.0-6.0-0.0","17323","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.7",""
"130936","","survey-multi-choice","8","1492802","0.0-6.0-1.0","17323","","","{""Q0"":""Yes""}","","No","","false","5","false","","gvars","clinical","5.4",""
"62728","","survey-multi-choice","9","1565222","0.0-6.0-2.0","17323","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.2",""
"36227","","survey-multi-choice","10","1622833","0.0-6.0-3.0","17323","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.3",""
"47086","","survey-multi-choice","11","1676637","0.0-6.0-4.0","17323","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"-1","","single-stim","12","1712794","0.0-7.0","17323","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"69981","","survey-multi-choice","13","1783943","0.0-8.0-0.0","17323","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.6",""
"41998","","survey-multi-choice","14","1831281","0.0-8.0-1.0","17323","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.5",""
"101943","","survey-multi-choice","15","1939542","0.0-8.0-2.0","17323","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5",""
"28475","","survey-multi-choice","16","1973939","0.0-8.0-3.0","17323","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.9",""
"74883","","survey-multi-choice","17","2054272","0.0-8.0-4.0","17323","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
