"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"68424","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","68732","0.0-0.0","77842","","","","","","","","","","","","","",""
"8180","","survey-multi-choice","1","77924","0.0-1.0","77842","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""Asia""}","","","","","","","","","","",""
"413519","","instructions","2","492444","0.0-2.0","77842","","","","[{""page_index"":0,""viewing_time"":50357},{""page_index"":1,""viewing_time"":208092},{""page_index"":2,""viewing_time"":32104},{""page_index"":3,""viewing_time"":122966}]","","","","","","","","","",""
"65605","","survey-multi-choice","3","559053","0.0-3.0-0.0","77842","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","1","false","","","","",""
"76451","","survey-multi-choice","4","640565","0.0-3.0-1.0","77842","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","4","false","","","","",""
"273585","","survey-multi-choice","5","928513","0.0-3.0-2.0","77842","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","3","false","","","","",""
"683920","","survey-multi-choice","6","1618783","0.0-4.0-0.0-0.0","77842","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","3","false","","","","",""
"67520","","survey-multi-choice","7","1695247","0.0-4.0-0.0-1.0","77842","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","3","false","","","","",""
"3462","","text","8","1704668","0.0-5.0","77842","","","","","","","","","","83","","","",""
"30397","","survey-multi-choice","9","1736068","0.0-6.0-0.0","77842","","","{""Q0"":""No""}","","Yes","","false","2","false","","gvars","clinical","5.1",""
"101795","","survey-multi-choice","10","1841859","0.0-6.0-1.0","77842","","","{""Q0"":""No""}","","No","","true","3","false","","gvars","clinical","5",""
"254384","","survey-multi-choice","11","2100530","0.0-6.0-2.0","77842","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.9",""
"43576","","survey-multi-choice","12","2149531","0.0-6.0-3.0","77842","","","{""Q0"":""Yes""}","","No","","false","5","false","","gvars","clinical","5.7",""
"34575","","survey-multi-choice","13","2196545","0.0-6.0-4.0","77842","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5.4",""
"-1","","single-stim","14","2233652","0.0-7.0","77842","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"94612","","survey-multi-choice","15","2330267","0.0-8.0-0.0","77842","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.8",""
"36014","","survey-multi-choice","16","2371466","0.0-8.0-1.0","77842","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.2",""
"64173","","survey-multi-choice","17","2439976","0.0-8.0-2.0","77842","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.5",""
"118251","","survey-multi-choice","18","2562821","0.0-8.0-3.0","77842","","","{""Q0"":""Yes""}","","Yes","","true","3","false","","gvars","clinical","5.6",""
"25691","","survey-multi-choice","19","2592605","0.0-8.0-4.0","77842","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.3",""
