"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"44546","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","44620","0.0-0.0","32141","","","","","","","","","","","","","",""
"14283","","survey-multi-choice","1","59949","0.0-1.0","32141","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""Other"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"121403","","instructions","2","182399","0.0-2.0","32141","","","","[{""page_index"":0,""viewing_time"":8396},{""page_index"":1,""viewing_time"":40836},{""page_index"":2,""viewing_time"":18096},{""page_index"":3,""viewing_time"":54073}]","","","","","","","","","",""
"115024","","survey-multi-choice","3","298451","0.0-3.0-0.0","32141","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","10","false","","","","",""
"44413","","survey-multi-choice","4","348284","0.0-3.0-1.0","32141","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","10","false","","","","",""
"93968","","survey-multi-choice","5","451013","0.0-3.0-2.0","32141","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","8","false","","","","",""
"78974","","survey-multi-choice","6","546100","0.0-4.0-0.0-0.0","32141","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"60494","","survey-multi-choice","7","611045","0.0-4.0-0.0-1.0","32141","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"2387","","text","8","618114","0.0-5.0","32141","","","","","","","","","","83","","","",""
"42140","","survey-multi-choice","9","661285","0.0-6.0-0.0","32141","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
"204004","","survey-multi-choice","10","870833","0.0-6.0-1.0","32141","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.9",""
"85812","","survey-multi-choice","11","961243","0.0-6.0-2.0","32141","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.5",""
"175933","","survey-multi-choice","12","1147516","0.0-6.0-3.0","32141","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5",""
"91623","","survey-multi-choice","13","1246313","0.0-6.0-4.0","32141","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.3",""
"-1","","single-stim","14","1281240","0.0-7.0","32141","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"90813","","survey-multi-choice","15","1373093","0.0-8.0-0.0","32141","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.7",""
"94504","","survey-multi-choice","16","1476011","0.0-8.0-1.0","32141","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"49270","","survey-multi-choice","17","1532017","0.0-8.0-2.0","32141","","","{""Q0"":""No""}","","Yes","","false","9","false","","gvars","clinical","5.2",""
"74718","","survey-multi-choice","18","1612023","0.0-8.0-3.0","32141","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.6",""
"58169","","survey-multi-choice","19","1674481","0.0-8.0-4.0","32141","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.4",""
