"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"4190","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","4267","0.0-0.0","33674","","","","","","","","","","","","","",""
"390724","","survey-multi-choice","1","396498","0.0-1.0","33674","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"72145","","instructions","2","469644","0.0-2.0","33674","","","","[{""page_index"":0,""viewing_time"":5021},{""page_index"":1,""viewing_time"":27388},{""page_index"":2,""viewing_time"":26833},{""page_index"":3,""viewing_time"":12900}]","","","","","","","","","",""
"80547","","survey-multi-choice","3","551197","0.0-3.0-0.0","33674","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","10","false","","","","",""
"29176","","survey-multi-choice","4","587991","0.0-3.0-1.0","33674","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","10","false","","","","",""
"61245","","survey-multi-choice","5","665761","0.0-3.0-2.0","33674","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","10","false","","","","",""
"24543","","survey-multi-choice","6","697819","0.0-4.0-0.0-0.0","33674","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"38767","","survey-multi-choice","7","740766","0.0-4.0-0.0-1.0","33674","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"4112","","text","8","749991","0.0-5.0","33674","","","","","","","","","","83","","","",""
"125590","","survey-multi-choice","9","876592","0.0-6.0-0.0","33674","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.9",""
"38544","","survey-multi-choice","10","920100","0.0-6.0-1.0","33674","","","{""Q0"":""Yes""}","","No","","false","10","false","","gvars","clinical","5.3",""
"34266","","survey-multi-choice","11","958888","0.0-6.0-2.0","33674","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.4",""
"15950","","survey-multi-choice","12","979072","0.0-6.0-3.0","33674","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.5",""
"21589","","survey-multi-choice","13","1004677","0.0-6.0-4.0","33674","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"-1","","single-stim","14","1039735","0.0-7.0","33674","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"91911","","survey-multi-choice","15","1133650","0.0-8.0-0.0","33674","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.7",""
"33269","","survey-multi-choice","16","1170262","0.0-8.0-1.0","33674","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"24037","","survey-multi-choice","17","1197755","0.0-8.0-2.0","33674","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5",""
"31738","","survey-multi-choice","18","1233030","0.0-8.0-3.0","33674","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
"45197","","survey-multi-choice","19","1281648","0.0-8.0-4.0","33674","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.6",""
