"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"17989","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","18005","0.0-0.0","40181","","","","","","","","","","","","","",""
"162599","","survey-multi-choice","1","181647","0.0-1.0","40181","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Masters and Beyond"",""Q3"":""Asia""}","","","","","","","","","","",""
"5765","","instructions","2","188528","0.0-2.0","40181","","","","[{""page_index"":0,""viewing_time"":1252},{""page_index"":1,""viewing_time"":2156},{""page_index"":2,""viewing_time"":1010},{""page_index"":3,""viewing_time"":1344}]","","","","","","","","","",""
"3170","","survey-multi-choice","3","192801","0.0-3.0-0.0","40181","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","6","false","","","","",""
"3284","","survey-multi-choice","4","200969","0.0-3.0-1.0","40181","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","9","false","","","","",""
"2836","","survey-multi-choice","5","208431","0.0-3.0-2.0","40181","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","7","false","","","","",""
"2386","","survey-multi-choice","6","216961","0.0-4.0-0.0-0.0","40181","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","1","false","","","","",""
"2294","","survey-multi-choice","7","226802","0.0-4.0-0.0-1.0","40181","","","{""Q0"":""Yes""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","false","8","false","","","","",""
"2137","","text","8","234121","0.0-5.0","40181","","","","","","","","","","83","","","",""
"3812","","survey-multi-choice","9","238946","0.0-6.0-0.0","40181","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.6",""
"2684","","survey-multi-choice","10","248090","0.0-6.0-1.0","40181","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.5",""
"2046","","survey-multi-choice","11","253749","0.0-6.0-2.0","40181","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.2",""
"2723","","survey-multi-choice","12","259856","0.0-6.0-3.0","40181","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.1",""
"2313","","survey-multi-choice","13","269250","0.0-6.0-4.0","40181","","","{""Q0"":""Yes""}","","No","","false","5","false","","gvars","clinical","5.3",""
"-1","","single-stim","14","305624","0.0-7.0","40181","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"128500","","survey-multi-choice","15","436129","0.0-8.0-0.0","40181","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5.8",""
"3510","","survey-multi-choice","16","445473","0.0-8.0-1.0","40181","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.4",""
"2332","","survey-multi-choice","17","451697","0.0-8.0-2.0","40181","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.7",""
"2563","","survey-multi-choice","18","457209","0.0-8.0-3.0","40181","","","{""Q0"":""Yes""}","","No","","false","10","false","","gvars","clinical","5",""
"6021","","survey-multi-choice","19","467690","0.0-8.0-4.0","40181","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.9",""
