"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"5561","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","5570","0.0-0.0","26051","","","","","","","","","","","","","",""
"8130","","survey-multi-choice","1","14717","0.0-1.0","26051","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""Masters and Beyond"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"771658","","instructions","2","787375","0.0-2.0","26051","","","","[{""page_index"":0,""viewing_time"":5939},{""page_index"":1,""viewing_time"":107212},{""page_index"":2,""viewing_time"":18337},{""page_index"":3,""viewing_time"":640169}]","","","","","","","","","",""
"71874","","survey-multi-choice","3","860253","0.0-3.0-0.0","26051","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","2","false","","","","",""
"61290","","survey-multi-choice","4","933872","0.0-3.0-1.0","26051","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","5","false","","","","",""
"55180","","survey-multi-choice","5","995320","0.0-3.0-2.0","26051","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","3","false","","","","",""
"36447","","survey-multi-choice","6","1039993","0.0-4.0-0.0-0.0","26051","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","5","false","","","","",""
"28742","","survey-multi-choice","7","1074610","0.0-4.0-0.0-1.0","26051","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","3","false","","","","",""
"2555","","text","8","1100630","0.0-5.0","26051","","","","","","","","","","83","","","",""
"53523","","survey-multi-choice","9","1155160","0.0-6.0-0.0","26051","","","{""Q0"":""Yes""}","","Yes","","true","4","false","","gvars","clinical","5.1",""
"33739","","survey-multi-choice","10","1194309","0.0-6.0-1.0","26051","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5",""
"29991","","survey-multi-choice","11","1229511","0.0-6.0-2.0","26051","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5.8",""
"40282","","survey-multi-choice","12","1273498","0.0-6.0-3.0","26051","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5.4",""
"13858","","survey-multi-choice","13","1292387","0.0-6.0-4.0","26051","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.3",""
"-1","","single-stim","14","1328238","0.0-7.0","26051","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"91338","","survey-multi-choice","15","1420580","0.0-8.0-0.0","26051","","","{""Q0"":""No""}","","No","","true","3","false","","gvars","clinical","5.9",""
"47888","","survey-multi-choice","16","1473613","0.0-8.0-1.0","26051","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.7",""
"37766","","survey-multi-choice","17","1516228","0.0-8.0-2.0","26051","","","{""Q0"":""Yes""}","","Yes","","true","4","false","","gvars","clinical","5.6",""
"17347","","survey-multi-choice","18","1538210","0.0-8.0-3.0","26051","","","{""Q0"":""Yes""}","","Yes","","true","4","false","","gvars","clinical","5.5",""
"34491","","survey-multi-choice","19","1577382","0.0-8.0-4.0","26051","","","{""Q0"":""Yes""}","","Yes","","true","4","false","","gvars","clinical","5.2",""
