"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"12943","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","13248","0.0-0.0","24191","","","","","","","","","","","","","",""
"179498","","survey-multi-choice","1","193810","0.0-1.0","24191","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""Bachelor's"",""Q3"":""Asia""}","","","","","","","","","","",""
"106165","","instructions","2","300977","0.0-2.0","24191","","","","[{""page_index"":0,""viewing_time"":4911},{""page_index"":1,""viewing_time"":69966},{""page_index"":2,""viewing_time"":21445},{""page_index"":3,""viewing_time"":9843}]","","","","","","","","","",""
"4832","","survey-multi-choice","3","306817","0.0-3.0-0.0","24191","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","","false","","","","",""
"4467","","survey-multi-choice","4","314858","0.0-3.0-1.0","24191","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","7","false","","","","",""
"6251","","survey-multi-choice","5","331923","0.0-3.0-2.0","24191","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","5","false","","","","",""
"5180","","survey-multi-choice","6","342076","0.0-4.0-0.0-0.0","24191","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","4","false","","","","",""
"2953","","survey-multi-choice","7","350035","0.0-4.0-0.0-1.0","24191","","","{""Q0"":""Yes""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","false","3","false","","","","",""
"3451","","text","8","357028","0.0-5.0","24191","","","","","","","","","","83","","","",""
"4063","","survey-multi-choice","9","362109","0.0-6.0-0.0","24191","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.6",""
"3981","","survey-multi-choice","10","374884","0.0-6.0-1.0","24191","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.4",""
"3779","","survey-multi-choice","11","384027","0.0-6.0-2.0","24191","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.2",""
"5197","","survey-multi-choice","12","394058","0.0-6.0-3.0","24191","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.5",""
"3051","","survey-multi-choice","13","401406","0.0-6.0-4.0","24191","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.8",""
"-1","","single-stim","14","436467","0.0-7.0","24191","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"93032","","survey-multi-choice","15","531509","0.0-8.0-0.0","24191","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.7",""
"2710","","survey-multi-choice","16","538091","0.0-8.0-1.0","24191","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.1",""
"2782","","survey-multi-choice","17","544671","0.0-8.0-2.0","24191","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5",""
"4322","","survey-multi-choice","18","553301","0.0-8.0-3.0","24191","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.9",""
"3863","","survey-multi-choice","19","561220","0.0-8.0-4.0","24191","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.3",""
