"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"11975","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","12071","0.0-0.0","57139","","","","","","","","","","","","","",""
"5706","","survey-multi-choice","1","18792","0.0-1.0","57139","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"101773","","instructions","2","121567","0.0-2.0","57139","","","","[{""page_index"":0,""viewing_time"":5200},{""page_index"":1,""viewing_time"":52464},{""page_index"":2,""viewing_time"":10151},{""page_index"":3,""viewing_time"":33957}]","","","","","","","","","",""
"31870","","survey-multi-choice","3","154443","0.0-3.0-0.0","57139","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","10","false","","","","",""
"19623","","survey-multi-choice","4","184199","0.0-3.0-1.0","57139","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","7","false","","","","",""
"36925","","survey-multi-choice","5","232268","0.0-3.0-2.0","57139","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","null","false","","","","",""
"26228","","survey-multi-choice","6","266636","0.0-4.0-0.0-0.0","57139","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"24169","","survey-multi-choice","7","294795","0.0-4.0-0.0-1.0","57139","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"2063","","text","8","300910","0.0-5.0","57139","","","","","","","","","","83","","","",""
"22238","","survey-multi-choice","9","324151","0.0-6.0-0.0","57139","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"62445","","survey-multi-choice","10","390419","0.0-6.0-1.0","57139","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.9",""
"25083","","survey-multi-choice","11","423882","0.0-6.0-2.0","57139","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.6",""
"50084","","survey-multi-choice","12","478195","0.0-6.0-3.0","57139","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.1",""
"30913","","survey-multi-choice","13","512343","0.0-6.0-4.0","57139","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.4",""
"-1","","single-stim","14","546572","0.0-7.0","57139","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"73146","","survey-multi-choice","15","620720","0.0-8.0-0.0","57139","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.8",""
"13215","","survey-multi-choice","16","640981","0.0-8.0-1.0","57139","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.5",""
"21021","","survey-multi-choice","17","665353","0.0-8.0-2.0","57139","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.3",""
"37081","","survey-multi-choice","18","706334","0.0-8.0-3.0","57139","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5",""
"31483","","survey-multi-choice","19","741575","0.0-8.0-4.0","57139","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.7",""
