"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"3423","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","3506","0.0-0.0","44669","","","","","","","","","","","","","",""
"6638","","survey-multi-choice","1","11171","0.0-1.0","44669","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"130626","","instructions","2","142799","0.0-2.0","44669","","","","[{""page_index"":0,""viewing_time"":11246},{""page_index"":1,""viewing_time"":30619},{""page_index"":2,""viewing_time"":16991},{""page_index"":3,""viewing_time"":71767}]","","","","","","","","","",""
"18731","","survey-multi-choice","3","162540","0.0-3.0-0.0","44669","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","5","false","","","","",""
"29282","","survey-multi-choice","4","210872","0.0-3.0-1.0","44669","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","8","false","","","","",""
"23435","","survey-multi-choice","5","247408","0.0-3.0-2.0","44669","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","5","false","","","","",""
"16715","","survey-multi-choice","6","272999","0.0-4.0-0.0-0.0","44669","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","8","false","","","","",""
"21560","","survey-multi-choice","7","300637","0.0-4.0-0.0-1.0","44669","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"1851","","text","8","307628","0.0-5.0","44669","","","","","","","","","","83","","","",""
"44699","","survey-multi-choice","9","353334","0.0-6.0-0.0","44669","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.4",""
"38955","","survey-multi-choice","10","397633","0.0-6.0-1.0","44669","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.3",""
"31820","","survey-multi-choice","11","432766","0.0-6.0-2.0","44669","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.8",""
"25558","","survey-multi-choice","12","461609","0.0-6.0-3.0","44669","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.2",""
"24337","","survey-multi-choice","13","489449","0.0-6.0-4.0","44669","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5",""
"-1","","single-stim","14","523192","0.0-7.0","44669","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"23417","","survey-multi-choice","15","547618","0.0-8.0-0.0","44669","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.5",""
"43904","","survey-multi-choice","16","594737","0.0-8.0-1.0","44669","","","{""Q0"":""No""}","","No","","true","1","false","","gvars","clinical","5.9",""
"24861","","survey-multi-choice","17","622906","0.0-8.0-2.0","44669","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.6",""
"10990","","survey-multi-choice","18","637242","0.0-8.0-3.0","44669","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.1",""
"45889","","survey-multi-choice","19","686029","0.0-8.0-4.0","44669","","","{""Q0"":""No""}","","No","","true","2","false","","gvars","clinical","5.7",""
