"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"23252","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","23837","0.0-0.0","66771","","","","","","","","","","","","","",""
"15852","","survey-multi-choice","1","40797","0.0-1.0","66771","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"247249","","instructions","2","289047","0.0-2.0","66771","","","","[{""page_index"":0,""viewing_time"":23525},{""page_index"":1,""viewing_time"":122074},{""page_index"":2,""viewing_time"":20267},{""page_index"":3,""viewing_time"":81377}]","","","","","","","","","",""
"61865","","survey-multi-choice","3","351938","0.0-3.0-0.0","66771","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","7","false","","","","",""
"31879","","survey-multi-choice","4","398603","0.0-3.0-1.0","66771","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","9","false","","","","",""
"48150","","survey-multi-choice","5","458228","0.0-3.0-2.0","66771","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","9","false","","","","",""
"32074","","survey-multi-choice","6","497707","0.0-4.0-0.0-0.0","66771","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","9","false","","","","",""
"31739","","survey-multi-choice","7","533508","0.0-4.0-0.0-1.0","66771","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","9","false","","","","",""
"4422","","text","8","541770","0.0-5.0","66771","","","","","","","","","","83","","","",""
"68309","","survey-multi-choice","9","611110","0.0-6.0-0.0","66771","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.8",""
"105838","","survey-multi-choice","10","724089","0.0-6.0-1.0","66771","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.7",""
"28357","","survey-multi-choice","11","757582","0.0-6.0-2.0","66771","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.5",""
"45502","","survey-multi-choice","12","807283","0.0-6.0-3.0","66771","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.6",""
"25534","","survey-multi-choice","13","837584","0.0-6.0-4.0","66771","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
"-1","","single-stim","14","872028","0.0-7.0","66771","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"62352","","survey-multi-choice","15","935396","0.0-8.0-0.0","66771","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.9",""
"19067","","survey-multi-choice","16","959541","0.0-8.0-1.0","66771","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"40489","","survey-multi-choice","17","1004646","0.0-8.0-2.0","66771","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5",""
"34840","","survey-multi-choice","18","1044084","0.0-8.0-3.0","66771","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.3",""
"41066","","survey-multi-choice","19","1089825","0.0-8.0-4.0","66771","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.4",""
