"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"8639","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","8772","0.0-0.0","23257","","","","","","","","","","","","","",""
"6456","","survey-multi-choice","1","16237","0.0-1.0","23257","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"100696","","instructions","2","118819","0.0-2.0","23257","","","","[{""page_index"":0,""viewing_time"":7634},{""page_index"":1,""viewing_time"":32547},{""page_index"":2,""viewing_time"":16979},{""page_index"":3,""viewing_time"":43536}]","","","","","","","","","",""
"12199","","survey-multi-choice","3","132021","0.0-3.0-0.0","23257","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","5","false","","","","",""
"8111","","survey-multi-choice","4","147136","0.0-3.0-1.0","23257","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","3","false","","","","",""
"7160","","survey-multi-choice","5","160009","0.0-3.0-2.0","23257","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","1","false","","","","",""
"7440","","survey-multi-choice","6","171843","0.0-4.0-0.0-0.0","23257","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","1","false","","","","",""
"9809","","survey-multi-choice","7","185488","0.0-4.0-0.0-1.0","23257","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","6","false","","","","",""
"1915","","text","8","191957","0.0-5.0","23257","","","","","","","","","","83","","","",""
"25565","","survey-multi-choice","9","218525","0.0-6.0-0.0","23257","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.1",""
"12808","","survey-multi-choice","10","235431","0.0-6.0-1.0","23257","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5",""
"11712","","survey-multi-choice","11","250530","0.0-6.0-2.0","23257","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.5",""
"8235","","survey-multi-choice","12","262638","0.0-6.0-3.0","23257","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.8",""
"10905","","survey-multi-choice","13","276590","0.0-6.0-4.0","23257","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.4",""
"-1","","single-stim","14","310122","0.0-7.0","23257","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"16196","","survey-multi-choice","15","327321","0.0-8.0-0.0","23257","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.7",""
"22626","","survey-multi-choice","16","353262","0.0-8.0-1.0","23257","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.2",""
"38200","","survey-multi-choice","17","394543","0.0-8.0-2.0","23257","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.9",""
"41813","","survey-multi-choice","18","440136","0.0-8.0-3.0","23257","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.6",""
"32574","","survey-multi-choice","19","476249","0.0-8.0-4.0","23257","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.3",""
