"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"18457","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","18554","0.0-0.0","45653","","","","","","","","","","","","","",""
"129895","","survey-multi-choice","1","149484","0.0-1.0","45653","","","{""Q0"":""35-50"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"50404","","instructions","2","200890","0.0-2.0","45653","","","","[{""page_index"":0,""viewing_time"":1296},{""page_index"":1,""viewing_time"":5727},{""page_index"":2,""viewing_time"":3017},{""page_index"":3,""viewing_time"":40363}]","","","","","","","","","",""
"30411","","survey-multi-choice","3","232313","0.0-3.0-0.0","45653","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","1","false","","","","",""
"29358","","survey-multi-choice","4","269171","0.0-3.0-1.0","45653","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","1","false","","","","",""
"23558","","survey-multi-choice","5","298001","0.0-3.0-2.0","45653","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","4","false","","","","",""
"18340","","survey-multi-choice","6","319273","0.0-4.0-0.0-0.0","45653","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","1","false","","","","",""
"31165","","survey-multi-choice","7","353725","0.0-4.0-0.0-1.0","45653","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","4","false","","","","",""
"1379","","text","8","358060","0.0-5.0","45653","","","","","","","","","","83","","","",""
"30662","","survey-multi-choice","9","389749","0.0-6.0-0.0","45653","","","{""Q0"":""Yes""}","","Yes","","true","3","false","","gvars","clinical","5.5",""
"42322","","survey-multi-choice","10","434941","0.0-6.0-1.0","45653","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.7",""
"25216","","survey-multi-choice","11","463255","0.0-6.0-2.0","45653","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.1",""
"12196","","survey-multi-choice","12","477734","0.0-6.0-3.0","45653","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.9",""
"38070","","survey-multi-choice","13","518032","0.0-6.0-4.0","45653","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.8",""
"-1","","single-stim","14","550465","0.0-7.0","45653","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"28524","","survey-multi-choice","15","580087","0.0-8.0-0.0","45653","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.6",""
"20812","","survey-multi-choice","16","603492","0.0-8.0-1.0","45653","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.2",""
"38370","","survey-multi-choice","17","645194","0.0-8.0-2.0","45653","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5",""
"11623","","survey-multi-choice","18","659913","0.0-8.0-3.0","45653","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.3",""
"15555","","survey-multi-choice","19","677734","0.0-8.0-4.0","45653","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.4",""
