"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"30399","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","30795","0.0-0.0","33153","","","","","","","","","","","","","",""
"14656","","survey-multi-choice","1","46520","0.0-1.0","33153","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"256243","","instructions","2","303801","0.0-2.0","33153","","","","[{""page_index"":0,""viewing_time"":18836},{""page_index"":1,""viewing_time"":113399},{""page_index"":2,""viewing_time"":29126},{""page_index"":3,""viewing_time"":94881}]","","","","","","","","","",""
"353043","","survey-multi-choice","3","657852","0.0-3.0-0.0","33153","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","9","false","","","","",""
"127690","","survey-multi-choice","4","815720","0.0-3.0-1.0","33153","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","10","false","","","","",""
"81568","","survey-multi-choice","5","927529","0.0-3.0-2.0","33153","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","10","false","","","","",""
"95774","","survey-multi-choice","6","1029716","0.0-4.0-0.0-0.0","33153","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"46437","","survey-multi-choice","7","1080711","0.0-4.0-0.0-1.0","33153","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"2621","","text","8","1087924","0.0-5.0","33153","","","","","","","","","","83","","","",""
"79886","","survey-multi-choice","9","1168817","0.0-6.0-0.0","33153","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.8",""
"82850","","survey-multi-choice","10","1281537","0.0-6.0-1.0","33153","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.7",""
"74952","","survey-multi-choice","11","1362596","0.0-6.0-2.0","33153","","","{""Q0"":""Yes""}","","No","","false","5","false","","gvars","clinical","5.4",""
"40138","","survey-multi-choice","12","1418320","0.0-6.0-3.0","33153","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.5",""
"82894","","survey-multi-choice","13","1506603","0.0-6.0-4.0","33153","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.6",""
"-1","","single-stim","14","1543068","0.0-7.0","33153","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"43962","","survey-multi-choice","15","1588037","0.0-8.0-0.0","33153","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5",""
"48617","","survey-multi-choice","16","1642458","0.0-8.0-1.0","33153","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"90927","","survey-multi-choice","17","1739396","0.0-8.0-2.0","33153","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.3",""
"109869","","survey-multi-choice","18","1854363","0.0-8.0-3.0","33153","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
"252540","","survey-multi-choice","19","2112107","0.0-8.0-4.0","33153","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.9",""
