"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"1618","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","1883","0.0-0.0","88839","","","","","","","","","","","","","",""
"5106","","survey-multi-choice","1","8019","0.0-1.0","88839","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Masters and Beyond"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"5632","","instructions","2","14654","0.0-2.0","88839","","","","[{""page_index"":0,""viewing_time"":1834},{""page_index"":1,""viewing_time"":1512},{""page_index"":2,""viewing_time"":1184},{""page_index"":3,""viewing_time"":1101}]","","","","","","","","","",""
"1767","","survey-multi-choice","3","17427","0.0-3.0-0.0","88839","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","3","false","","","","",""
"1474","","survey-multi-choice","4","22672","0.0-3.0-1.0","88839","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","3","false","","","","",""
"1892","","survey-multi-choice","5","27227","0.0-3.0-2.0","88839","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","3","false","","","","",""
"1611","","survey-multi-choice","6","31158","0.0-4.0-0.0-0.0","88839","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","3","false","","","","",""
"2052","","survey-multi-choice","7","35298","0.0-4.0-0.0-1.0","88839","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","3","false","","","","",""
"1798","","text","8","39122","0.0-5.0","88839","","","","","","","","","","83","","","",""
"2014","","survey-multi-choice","9","42144","0.0-6.0-0.0","88839","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.7",""
"1750","","survey-multi-choice","10","47639","0.0-6.0-1.0","88839","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.3",""
"1529","","survey-multi-choice","11","53275","0.0-6.0-2.0","88839","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.2",""
"2177","","survey-multi-choice","12","58918","0.0-6.0-3.0","88839","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.5",""
"1432","","survey-multi-choice","13","65611","0.0-6.0-4.0","88839","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.4",""
"-1","","single-stim","14","100041","0.0-7.0","88839","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"8819","","survey-multi-choice","15","109871","0.0-8.0-0.0","88839","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.9",""
"1571","","survey-multi-choice","16","114482","0.0-8.0-1.0","88839","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5",""
"1892","","survey-multi-choice","17","119648","0.0-8.0-2.0","88839","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.6",""
"1676","","survey-multi-choice","18","124960","0.0-8.0-3.0","88839","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.1",""
"1697","","survey-multi-choice","19","130366","0.0-8.0-4.0","88839","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.8",""
