"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"16653","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","16732","0.0-0.0","16055","","","","","","","","","","","","","",""
"7414","","survey-multi-choice","1","25161","0.0-1.0","16055","","","{""Q0"":""35-50"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"34563","","instructions","2","60725","0.0-2.0","16055","","","","[{""page_index"":0,""viewing_time"":3438},{""page_index"":1,""viewing_time"":2308},{""page_index"":2,""viewing_time"":26602},{""page_index"":3,""viewing_time"":2215}]","","","","","","","","","",""
"19388","","survey-multi-choice","3","81122","0.0-3.0-0.0","16055","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","9","false","","","","",""
"12213","","survey-multi-choice","4","98074","0.0-3.0-1.0","16055","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","5","false","","","","",""
"27654","","survey-multi-choice","5","139828","0.0-3.0-2.0","16055","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","1","false","","","","",""
"19882","","survey-multi-choice","6","165873","0.0-4.0-0.0-0.0","16055","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","9","false","","","","",""
"24950","","survey-multi-choice","7","194745","0.0-4.0-0.0-1.0","16055","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","5","false","","","","",""
"1576","","text","8","200818","0.0-5.0","16055","","","","","","","","","","83","","","",""
"20393","","survey-multi-choice","9","222217","0.0-6.0-0.0","16055","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.1",""
"23792","","survey-multi-choice","10","249434","0.0-6.0-1.0","16055","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5",""
"13528","","survey-multi-choice","11","266378","0.0-6.0-2.0","16055","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.5",""
"11689","","survey-multi-choice","12","280776","0.0-6.0-3.0","16055","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.2",""
"8480","","survey-multi-choice","13","291838","0.0-6.0-4.0","16055","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.3",""
"-1","","single-stim","14","330742","0.0-7.0","16055","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"39313","","survey-multi-choice","15","371061","0.0-8.0-0.0","16055","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.9",""
"27368","","survey-multi-choice","16","402285","0.0-8.0-1.0","16055","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.4",""
"14222","","survey-multi-choice","17","419322","0.0-8.0-2.0","16055","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.8",""
"27836","","survey-multi-choice","18","450947","0.0-8.0-3.0","16055","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.7",""
"35891","","survey-multi-choice","19","490988","0.0-8.0-4.0","16055","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.6",""
