"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"3389","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","3416","0.0-0.0","26198","","","","","","","","","","","","","",""
"7276","","survey-multi-choice","1","11707","0.0-1.0","26198","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"9289","","instructions","2","21997","0.0-2.0","26198","","","","[{""page_index"":0,""viewing_time"":1310},{""page_index"":1,""viewing_time"":2744},{""page_index"":2,""viewing_time"":3448},{""page_index"":3,""viewing_time"":1786}]","","","","","","","","","",""
"5000","","survey-multi-choice","3","28003","0.0-3.0-0.0","26198","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","7","false","","","","",""
"2646","","survey-multi-choice","4","37115","0.0-3.0-1.0","26198","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","8","false","","","","",""
"3143","","survey-multi-choice","5","44228","0.0-3.0-2.0","26198","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","6","false","","","","",""
"2026","","text","6","54648","0.0-5.0","26198","","","","","","","","","","83","","","",""
"17008","","survey-multi-choice","7","72662","0.0-6.0-0.0","26198","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5",""
"9711","","survey-multi-choice","8","88259","0.0-6.0-1.0","26198","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.9",""
"9993","","survey-multi-choice","9","103829","0.0-6.0-2.0","26198","","","{""Q0"":""No""}","","Yes","","false","3","false","","gvars","clinical","5.2",""
"4844","","survey-multi-choice","10","114115","0.0-6.0-3.0","26198","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.7",""
"11637","","survey-multi-choice","11","130784","0.0-6.0-4.0","26198","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.8",""
"-1","","single-stim","12","165124","0.0-7.0","26198","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"14879","","survey-multi-choice","13","181006","0.0-8.0-0.0","26198","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.5",""
"55921","","survey-multi-choice","14","241128","0.0-8.0-1.0","26198","","","{""Q0"":""No""}","","Yes","","false","2","false","","gvars","clinical","5.1",""
"8852","","survey-multi-choice","15","255479","0.0-8.0-2.0","26198","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.6",""
"7697","","survey-multi-choice","16","267054","0.0-8.0-3.0","26198","","","{""Q0"":""Yes""}","","No","","false","5","false","","gvars","clinical","5.3",""
"8526","","survey-multi-choice","17","279643","0.0-8.0-4.0","26198","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.4",""
