"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"5414","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","5509","0.0-0.0","54833","","","","","","","","","","","","","",""
"66562","","survey-multi-choice","1","73102","0.0-1.0","54833","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"307579","","instructions","2","381683","0.0-2.0","54833","","","","[{""page_index"":0,""viewing_time"":239294},{""page_index"":1,""viewing_time"":39907},{""page_index"":2,""viewing_time"":10367},{""page_index"":3,""viewing_time"":18009}]","","","","","","","","","",""
"64623","","survey-multi-choice","3","447311","0.0-3.0-0.0","54833","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","3","false","","","","",""
"4768","","survey-multi-choice","4","460343","0.0-3.0-1.0","54833","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","2","false","","","","",""
"2845","","survey-multi-choice","5","471542","0.0-3.0-2.0","54833","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","6","false","","","","",""
"69427","","survey-multi-choice","6","545518","0.0-4.0-0.0-0.0","54833","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","5","false","","","","",""
"2757","","survey-multi-choice","7","554188","0.0-4.0-0.0-1.0","54833","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","5","false","","","","",""
"2406","","text","8","561198","0.0-5.0","54833","","","","","","","","","","83","","","",""
"3508","","survey-multi-choice","9","565712","0.0-6.0-0.0","54833","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.3",""
"2950","","survey-multi-choice","10","572458","0.0-6.0-1.0","54833","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5",""
"2867","","survey-multi-choice","11","579338","0.0-6.0-2.0","54833","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.7",""
"2423","","survey-multi-choice","12","586186","0.0-6.0-3.0","54833","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.4",""
"2965","","survey-multi-choice","13","593073","0.0-6.0-4.0","54833","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.5",""
"-1","","single-stim","14","626315","0.0-7.0","54833","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"17971","","survey-multi-choice","15","645291","0.0-8.0-0.0","54833","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.8",""
"2359","","survey-multi-choice","16","651330","0.0-8.0-1.0","54833","","","{""Q0"":""No""}","","Yes","","false","3","false","","gvars","clinical","5.6",""
"3703","","survey-multi-choice","17","658666","0.0-8.0-2.0","54833","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.2",""
"2657","","survey-multi-choice","18","664784","0.0-8.0-3.0","54833","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.1",""
"4064","","survey-multi-choice","19","672749","0.0-8.0-4.0","54833","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.9",""
