"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"48318","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","48582","0.0-0.0","88478","","","","","","","","","","","","","",""
"11617","","survey-multi-choice","1","61301","0.0-1.0","88478","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"179282","","instructions","2","241588","0.0-2.0","88478","","","","[{""page_index"":0,""viewing_time"":14537},{""page_index"":1,""viewing_time"":126267},{""page_index"":2,""viewing_time"":18642},{""page_index"":3,""viewing_time"":19834}]","","","","","","","","","",""
"147849","","survey-multi-choice","3","390469","0.0-3.0-0.0","88478","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","8","false","","","","",""
"45188","","survey-multi-choice","4","462318","0.0-3.0-1.0","88478","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","9","false","","","","",""
"51493","","survey-multi-choice","5","528698","0.0-3.0-2.0","88478","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","10","false","","","","",""
"40558","","survey-multi-choice","6","578889","0.0-4.0-0.0-0.0","88478","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"70406","","survey-multi-choice","7","657450","0.0-4.0-0.0-1.0","88478","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"8243","","text","8","674119","0.0-5.0","88478","","","","","","","","","","83","","","",""
"92310","","survey-multi-choice","9","767462","0.0-6.0-0.0","88478","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.6",""
"36771","","survey-multi-choice","10","811973","0.0-6.0-1.0","88478","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.8",""
"38437","","survey-multi-choice","11","855984","0.0-6.0-2.0","88478","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.1",""
"21330","","survey-multi-choice","12","882185","0.0-6.0-3.0","88478","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.3",""
"41625","","survey-multi-choice","13","929064","0.0-6.0-4.0","88478","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.2",""
"-1","","single-stim","14","964764","0.0-7.0","88478","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"20161","","survey-multi-choice","15","985978","0.0-8.0-0.0","88478","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5",""
"34462","","survey-multi-choice","16","1035969","0.0-8.0-1.0","88478","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.7",""
"9700","","survey-multi-choice","17","1049778","0.0-8.0-2.0","88478","","","{""Q0"":""No""}","","Yes","","false","3","false","","gvars","clinical","5.5",""
"9008","","survey-multi-choice","18","1062987","0.0-8.0-3.0","88478","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.4",""
"5617","","survey-multi-choice","19","1073134","0.0-8.0-4.0","88478","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.9",""
