"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"76029","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","76352","0.0-0.0","21139","","","","","","","","","","","","","",""
"17843","","survey-multi-choice","1","95213","0.0-1.0","21139","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"935025","","instructions","2","1031238","0.0-2.0","21139","","","","[{""page_index"":0,""viewing_time"":15324},{""page_index"":1,""viewing_time"":699254},{""page_index"":2,""viewing_time"":65088},{""page_index"":3,""viewing_time"":155358}]","","","","","","","","","",""
"81713","","survey-multi-choice","3","1113956","0.0-3.0-0.0","21139","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","4","false","","","","",""
"22523","","survey-multi-choice","4","1147040","0.0-3.0-1.0","21139","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","4","false","","","","",""
"5279","","survey-multi-choice","5","1156722","0.0-3.0-2.0","21139","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","5","false","","","","",""
"9097","","survey-multi-choice","6","1170730","0.0-4.0-0.0-0.0","21139","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","5","false","","","","",""
"24575","","survey-multi-choice","7","1199309","0.0-4.0-0.0-1.0","21139","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","5","false","","","","",""
"3636","","text","8","1206894","0.0-5.0","21139","","","","","","","","","","83","","","",""
"52487","","survey-multi-choice","9","1260384","0.0-6.0-0.0","21139","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.1",""
"6399","","survey-multi-choice","10","1272928","0.0-6.0-1.0","21139","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.7",""
"7108","","survey-multi-choice","11","1284236","0.0-6.0-2.0","21139","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.5",""
"5048","","survey-multi-choice","12","1293313","0.0-6.0-3.0","21139","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.8",""
"14391","","survey-multi-choice","13","1311850","0.0-6.0-4.0","21139","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.2",""
"-1","","single-stim","14","1348512","0.0-7.0","21139","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"23309","","survey-multi-choice","15","1372836","0.0-8.0-0.0","21139","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5",""
"12636","","survey-multi-choice","16","1393047","0.0-8.0-1.0","21139","","","{""Q0"":""Yes""}","","No","","false","4","false","","gvars","clinical","5.4",""
"27691","","survey-multi-choice","17","1426812","0.0-8.0-2.0","21139","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.9",""
"19229","","survey-multi-choice","18","1449936","0.0-8.0-3.0","21139","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.3",""
"16896","","survey-multi-choice","19","1471342","0.0-8.0-4.0","21139","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.6",""
