"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"2791","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","2842","0.0-0.0","43157","","","","","","","","","","","","","",""
"7021","","survey-multi-choice","1","10907","0.0-1.0","43157","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""Asia""}","","","","","","","","","","",""
"258015","","instructions","2","269923","0.0-2.0","43157","","","","[{""page_index"":0,""viewing_time"":1854},{""page_index"":1,""viewing_time"":246559},{""page_index"":2,""viewing_time"":7376},{""page_index"":3,""viewing_time"":2223}]","","","","","","","","","",""
"4573","","survey-multi-choice","3","275508","0.0-3.0-0.0","43157","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","8","false","","","","",""
"3242","","survey-multi-choice","4","282739","0.0-3.0-1.0","43157","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","8","false","","","","",""
"3594","","survey-multi-choice","5","288842","0.0-3.0-2.0","43157","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","8","false","","","","",""
"2282","","text","6","293916","0.0-5.0","43157","","","","","","","","","","83","","","",""
"71438","","survey-multi-choice","7","366365","0.0-6.0-0.0","43157","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.9",""
"3130","","survey-multi-choice","8","373300","0.0-6.0-1.0","43157","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.4",""
"3408","","survey-multi-choice","9","380572","0.0-6.0-2.0","43157","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.5",""
"3586","","survey-multi-choice","10","387395","0.0-6.0-3.0","43157","","","{""Q0"":""No""}","","Yes","","false","7","false","","gvars","clinical","5.2",""
"3244","","survey-multi-choice","11","394187","0.0-6.0-4.0","43157","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.1",""
"-1","","single-stim","12","427509","0.0-7.0","43157","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"3384","","survey-multi-choice","13","431900","0.0-8.0-0.0","43157","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.7",""
"3020","","survey-multi-choice","14","438563","0.0-8.0-1.0","43157","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.6",""
"3328","","survey-multi-choice","15","449291","0.0-8.0-2.0","43157","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.3",""
"4016","","survey-multi-choice","16","459009","0.0-8.0-3.0","43157","","","{""Q0"":""Yes""}","","No","","false","5","false","","gvars","clinical","5.8",""
"3057","","survey-multi-choice","17","466547","0.0-8.0-4.0","43157","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5",""
