"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"21056","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","21118","0.0-0.0","95977","","","","","","","","","","","","","",""
"10663","","survey-multi-choice","1","32824","0.0-1.0","95977","","","{""Q0"":""51-69"",""Q1"":""Male"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"213092","","instructions","2","246917","0.0-2.0","95977","","","","[{""page_index"":0,""viewing_time"":10499},{""page_index"":1,""viewing_time"":94489},{""page_index"":2,""viewing_time"":9488},{""page_index"":3,""viewing_time"":98616}]","","","","","","","","","",""
"49212","","survey-multi-choice","3","297133","0.0-3.0-0.0","95977","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","8","false","","","","",""
"37988","","survey-multi-choice","4","341870","0.0-3.0-1.0","95977","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","8","false","","","","",""
"75630","","survey-multi-choice","5","431406","0.0-3.0-2.0","95977","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","8","false","","","","",""
"38860","","survey-multi-choice","6","475630","0.0-4.0-0.0-0.0","95977","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","8","false","","","","",""
"51698","","survey-multi-choice","7","530406","0.0-4.0-0.0-1.0","95977","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","8","false","","","","",""
"3298","","text","8","539129","0.0-5.0","95977","","","","","","","","","","83","","","",""
"91711","","survey-multi-choice","9","631846","0.0-6.0-0.0","95977","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.3",""
"40612","","survey-multi-choice","10","676910","0.0-6.0-1.0","95977","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.5",""
"84036","","survey-multi-choice","11","764998","0.0-6.0-2.0","95977","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5",""
"25914","","survey-multi-choice","12","794510","0.0-6.0-3.0","95977","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.2",""
"67542","","survey-multi-choice","13","865030","0.0-6.0-4.0","95977","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.4",""
"-1","","single-stim","14","898183","0.0-7.0","95977","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"46801","","survey-multi-choice","15","945989","0.0-8.0-0.0","95977","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.1",""
"29069","","survey-multi-choice","16","979173","0.0-8.0-1.0","95977","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.8",""
"57728","","survey-multi-choice","17","1039821","0.0-8.0-2.0","95977","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.7",""
"130205","","survey-multi-choice","18","1172917","0.0-8.0-3.0","95977","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.9",""
"28099","","survey-multi-choice","19","1207037","0.0-8.0-4.0","95977","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.6",""
