"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"22424","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","22523","0.0-0.0","74455","","","","","","","","","","","","","",""
"8467","","survey-multi-choice","1","32013","0.0-1.0","74455","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"194619","","instructions","2","227634","0.0-2.0","74455","","","","[{""page_index"":0,""viewing_time"":14125},{""page_index"":1,""viewing_time"":64533},{""page_index"":2,""viewing_time"":24772},{""page_index"":3,""viewing_time"":91187}]","","","","","","","","","",""
"59785","","survey-multi-choice","3","288430","0.0-3.0-0.0","74455","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","7","false","","","","",""
"57851","","survey-multi-choice","4","361212","0.0-3.0-1.0","74455","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","8","false","","","","",""
"64568","","survey-multi-choice","5","436698","0.0-3.0-2.0","74455","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","1","false","","","","",""
"64257","","survey-multi-choice","6","513214","0.0-4.0-0.0-0.0","74455","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","2","false","","","","",""
"53460","","survey-multi-choice","7","578926","0.0-4.0-0.0-1.0","74455","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","4","false","","","","",""
"1926","","text","8","587875","0.0-5.0","74455","","","","","","","","","","83","","","",""
"68125","","survey-multi-choice","9","657008","0.0-6.0-0.0","74455","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.6",""
"65776","","survey-multi-choice","10","731929","0.0-6.0-1.0","74455","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.3",""
"63607","","survey-multi-choice","11","801085","0.0-6.0-2.0","74455","","","{""Q0"":""No""}","","No","","true","1","false","","gvars","clinical","5.9",""
"42663","","survey-multi-choice","12","850509","0.0-6.0-3.0","74455","","","{""Q0"":""No""}","","No","","true","1","false","","gvars","clinical","5",""
"53569","","survey-multi-choice","13","909370","0.0-6.0-4.0","74455","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.7",""
"-1","","single-stim","14","944073","0.0-7.0","74455","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"78451","","survey-multi-choice","15","1023531","0.0-8.0-0.0","74455","","","{""Q0"":""Yes""}","","No","","false","3","false","","gvars","clinical","5.8",""
"36232","","survey-multi-choice","16","1065641","0.0-8.0-1.0","74455","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.1",""
"23628","","survey-multi-choice","17","1093951","0.0-8.0-2.0","74455","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"26285","","survey-multi-choice","18","1125494","0.0-8.0-3.0","74455","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.5",""
"64256","","survey-multi-choice","19","1194075","0.0-8.0-4.0","74455","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.4",""
