"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"54772","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","55122","0.0-0.0","41010","","","","","","","","","","","","","",""
"7793","","survey-multi-choice","1","63956","0.0-1.0","41010","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"108455","","instructions","2","173413","0.0-2.0","41010","","","","[{""page_index"":0,""viewing_time"":17059},{""page_index"":1,""viewing_time"":30147},{""page_index"":2,""viewing_time"":56967},{""page_index"":3,""viewing_time"":4280}]","","","","","","","","","",""
"50187","","survey-multi-choice","3","224610","0.0-3.0-0.0","41010","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","8","false","","","","",""
"12649","","survey-multi-choice","4","240452","0.0-3.0-1.0","41010","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","9","false","","","","",""
"20383","","survey-multi-choice","5","263251","0.0-3.0-2.0","41010","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","8","false","","","","",""
"14573","","survey-multi-choice","6","280415","0.0-4.0-0.0-0.0","41010","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","9","false","","","","",""
"9144","","survey-multi-choice","7","291859","0.0-4.0-0.0-1.0","41010","","","{""Q0"":""Yes""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","false","8","false","","","","",""
"12535","","text","8","306844","0.0-5.0","41010","","","","","","","","","","83","","","",""
"18588","","survey-multi-choice","9","326441","0.0-6.0-0.0","41010","","","{""Q0"":""Yes""}","","No","","false","9","false","","gvars","clinical","5.3",""
"8541","","survey-multi-choice","10","337123","0.0-6.0-1.0","41010","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.2",""
"15822","","survey-multi-choice","11","354964","0.0-6.0-2.0","41010","","","{""Q0"":""Yes""}","","No","","false","9","false","","gvars","clinical","5.4",""
"20048","","survey-multi-choice","12","377026","0.0-6.0-3.0","41010","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.7",""
"6676","","survey-multi-choice","13","386898","0.0-6.0-4.0","41010","","","{""Q0"":""No""}","","No","","true","3","false","","gvars","clinical","5.9",""
"-1","","single-stim","14","419584","0.0-7.0","41010","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"12971","","survey-multi-choice","15","433566","0.0-8.0-0.0","41010","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.1",""
"102494","","survey-multi-choice","16","538537","0.0-8.0-1.0","41010","","","{""Q0"":""Yes""}","","No","","false","9","false","","gvars","clinical","5.8",""
"4364","","survey-multi-choice","17","545706","0.0-8.0-2.0","41010","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.5",""
"32629","","survey-multi-choice","18","581792","0.0-8.0-3.0","41010","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.6",""
"24909","","survey-multi-choice","19","609082","0.0-8.0-4.0","41010","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5",""
