"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"18035","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","18475","0.0-0.0","2091","","","","","","","","","","","","","",""
"8263","","survey-multi-choice","1","27756","0.0-1.0","2091","","","{""Q0"":""35-50"",""Q1"":""Male"",""Q2"":""High School"",""Q3"":""Asia""}","","","","","","","","","","",""
"86525","","instructions","2","115282","0.0-2.0","2091","","","","[{""page_index"":0,""viewing_time"":7522},{""page_index"":1,""viewing_time"":55573},{""page_index"":2,""viewing_time"":13384},{""page_index"":3,""viewing_time"":10045}]","","","","","","","","","",""
"7028","","survey-multi-choice","3","123314","0.0-3.0-0.0","2091","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","null","false","","","","",""
"3338","","survey-multi-choice","4","133786","0.0-3.0-1.0","2091","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","6","false","","","","",""
"5236","","survey-multi-choice","5","150811","0.0-3.0-2.0","2091","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","8","false","","","","",""
"3554","","survey-multi-choice","6","160077","0.0-4.0-0.0-0.0","2091","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","3","false","","","","",""
"3802","","survey-multi-choice","7","171042","0.0-4.0-0.0-1.0","2091","","","{""Q0"":""Yes""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","false","3","false","","","","",""
"3522","","text","8","179640","0.0-5.0","2091","","","","","","","","","","83","","","",""
"3711","","survey-multi-choice","9","184355","0.0-6.0-0.0","2091","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.9",""
"3496","","survey-multi-choice","10","195623","0.0-6.0-1.0","2091","","","{""Q0"":""Yes""}","","No","","false","10","false","","gvars","clinical","5",""
"3625","","survey-multi-choice","11","203033","0.0-6.0-2.0","2091","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.3",""
"2143","","survey-multi-choice","12","208671","0.0-6.0-3.0","2091","","","{""Q0"":""No""}","","No","","true","3","false","","gvars","clinical","5.7",""
"5811","","survey-multi-choice","13","218440","0.0-6.0-4.0","2091","","","{""Q0"":""No""}","","Yes","","false","6","false","","gvars","clinical","5.6",""
"-1","","single-stim","14","252033","0.0-7.0","2091","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"30091","","survey-multi-choice","15","283128","0.0-8.0-0.0","2091","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.4",""
"7467","","survey-multi-choice","16","294454","0.0-8.0-1.0","2091","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.8",""
"27453","","survey-multi-choice","17","325910","0.0-8.0-2.0","2091","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.1",""
"16964","","survey-multi-choice","18","346552","0.0-8.0-3.0","2091","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.2",""
"3984","","survey-multi-choice","19","355203","0.0-8.0-4.0","2091","","","{""Q0"":""No""}","","Yes","","false","4","false","","gvars","clinical","5.5",""
