"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"12904","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","14157","0.0-0.0","46813","","","","","","","","","","","","","",""
"186570","","survey-multi-choice","1","201779","0.0-1.0","46813","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"245949","","instructions","2","448737","0.0-2.0","46813","","","","[{""page_index"":0,""viewing_time"":14214},{""page_index"":1,""viewing_time"":130896},{""page_index"":2,""viewing_time"":31968},{""page_index"":3,""viewing_time"":68870}]","","","","","","","","","",""
"16074","","survey-multi-choice","3","465826","0.0-3.0-0.0","46813","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","8","false","","","","",""
"58986","","survey-multi-choice","4","540690","0.0-3.0-1.0","46813","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","7","false","","","","",""
"11826","","survey-multi-choice","5","562232","0.0-3.0-2.0","46813","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","8","false","","","","",""
"2444","","text","6","574704","0.0-5.0","46813","","","","","","","","","","83","","","",""
"30005","","survey-multi-choice","7","605738","0.0-6.0-0.0","46813","","","{""Q0"":""No""}","","Yes","","false","6","false","","gvars","clinical","5.1",""
"15402","","survey-multi-choice","8","627807","0.0-6.0-1.0","46813","","","{""Q0"":""No""}","","Yes","","false","7","false","","gvars","clinical","5.5",""
"82375","","survey-multi-choice","9","723475","0.0-6.0-2.0","46813","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.3",""
"50221","","survey-multi-choice","10","778271","0.0-6.0-3.0","46813","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.2",""
"76543","","survey-multi-choice","11","859451","0.0-6.0-4.0","46813","","","{""Q0"":""Yes""}","","No","","false","6","false","","gvars","clinical","5.4",""
"-1","","single-stim","12","899271","0.0-7.0","46813","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"18591","","survey-multi-choice","13","918880","0.0-8.0-0.0","46813","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.6",""
"17506","","survey-multi-choice","14","941910","0.0-8.0-1.0","46813","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.7",""
"16089","","survey-multi-choice","15","962894","0.0-8.0-2.0","46813","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5",""
"29169","","survey-multi-choice","16","998148","0.0-8.0-3.0","46813","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.8",""
"15289","","survey-multi-choice","17","1017694","0.0-8.0-4.0","46813","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.9",""
