"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"6922","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","7008","0.0-0.0","61061","","","","","","","","","","","","","",""
"6367","","survey-multi-choice","1","14404","0.0-1.0","61061","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"169745","","instructions","2","185150","0.0-2.0","61061","","","","[{""page_index"":0,""viewing_time"":9577},{""page_index"":1,""viewing_time"":64654},{""page_index"":2,""viewing_time"":17926},{""page_index"":3,""viewing_time"":77586}]","","","","","","","","","",""
"36176","","survey-multi-choice","3","222337","0.0-3.0-0.0","61061","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","8","false","","","","",""
"17858","","survey-multi-choice","4","249273","0.0-3.0-1.0","61061","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","4","false","","","","",""
"34999","","survey-multi-choice","5","295648","0.0-3.0-2.0","61061","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","9","false","","","","",""
"34334","","survey-multi-choice","6","340434","0.0-4.0-0.0-0.0","61061","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","2","false","","","","",""
"27081","","survey-multi-choice","7","374756","0.0-4.0-0.0-1.0","61061","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"2352","","text","8","389904","0.0-5.0","61061","","","","","","","","","","83","","","",""
"23623","","survey-multi-choice","9","414533","0.0-6.0-0.0","61061","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.3",""
"30471","","survey-multi-choice","10","450276","0.0-6.0-1.0","61061","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5",""
"13547","","survey-multi-choice","11","469065","0.0-6.0-2.0","61061","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.5",""
"37671","","survey-multi-choice","12","511933","0.0-6.0-3.0","61061","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5.7",""
"56353","","survey-multi-choice","13","572818","0.0-6.0-4.0","61061","","","{""Q0"":""No""}","","No","","true","3","false","","gvars","clinical","5.9",""
"-1","","single-stim","14","607972","0.0-7.0","61061","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"31063","","survey-multi-choice","15","640042","0.0-8.0-0.0","61061","","","{""Q0"":""No""}","","Yes","","false","2","false","","gvars","clinical","5.2",""
"29580","","survey-multi-choice","16","674908","0.0-8.0-1.0","61061","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.6",""
"19677","","survey-multi-choice","17","700504","0.0-8.0-2.0","61061","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"28016","","survey-multi-choice","18","735300","0.0-8.0-3.0","61061","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.4",""
"24733","","survey-multi-choice","19","764939","0.0-8.0-4.0","61061","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
