"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"106953","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","107403","0.0-0.0","46753","","","","","","","","","","","","","",""
"9223","","survey-multi-choice","1","117644","0.0-1.0","46753","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""Asia""}","","","","","","","","","","",""
"556801","","instructions","2","675446","0.0-2.0","46753","","","","[{""page_index"":0,""viewing_time"":15876},{""page_index"":1,""viewing_time"":161727},{""page_index"":2,""viewing_time"":71326},{""page_index"":3,""viewing_time"":307871}]","","","","","","","","","",""
"43107","","survey-multi-choice","3","719557","0.0-3.0-0.0","46753","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","9","false","","","","",""
"49437","","survey-multi-choice","4","790759","0.0-3.0-1.0","46753","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","9","false","","","","",""
"21630","","survey-multi-choice","5","830214","0.0-3.0-2.0","46753","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","9","false","","","","",""
"5031","","text","6","839828","0.0-5.0","46753","","","","","","","","","","83","","","",""
"53851","","survey-multi-choice","7","894684","0.0-6.0-0.0","46753","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.3",""
"20740","","survey-multi-choice","8","922908","0.0-6.0-1.0","46753","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.1",""
"9062","","survey-multi-choice","9","936780","0.0-6.0-2.0","46753","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.2",""
"8530","","survey-multi-choice","10","949763","0.0-6.0-3.0","46753","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.6",""
"13461","","survey-multi-choice","11","966707","0.0-6.0-4.0","46753","","","{""Q0"":""No""}","","Yes","","false","9","false","","gvars","clinical","5.5",""
"-1","","single-stim","12","1001292","0.0-7.0","46753","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"11066","","survey-multi-choice","13","1013363","0.0-8.0-0.0","46753","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.4",""
"8086","","survey-multi-choice","14","1025675","0.0-8.0-1.0","46753","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5",""
"7637","","survey-multi-choice","15","1037434","0.0-8.0-2.0","46753","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.8",""
"10443","","survey-multi-choice","16","1051699","0.0-8.0-3.0","46753","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.9",""
"8446","","survey-multi-choice","17","1063715","0.0-8.0-4.0","46753","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.7",""
