"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"3409","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","3473","0.0-0.0","23077","","","","","","","","","","","","","",""
"10878","","survey-multi-choice","1","15387","0.0-1.0","23077","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"251723","","instructions","2","268111","0.0-2.0","23077","","","","[{""page_index"":0,""viewing_time"":10624},{""page_index"":1,""viewing_time"":83834},{""page_index"":2,""viewing_time"":16446},{""page_index"":3,""viewing_time"":140818}]","","","","","","","","","",""
"31070","","survey-multi-choice","3","300185","0.0-3.0-0.0","23077","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","8","false","","","","",""
"56011","","survey-multi-choice","4","379815","0.0-3.0-1.0","23077","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","10","false","","","","",""
"62468","","survey-multi-choice","5","451098","0.0-3.0-2.0","23077","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","10","false","","","","",""
"42387","","survey-multi-choice","6","498591","0.0-4.0-0.0-0.0","23077","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","5","false","","","","",""
"28081","","survey-multi-choice","7","534590","0.0-4.0-0.0-1.0","23077","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"1706","","text","8","541510","0.0-5.0","23077","","","","","","","","","","83","","","",""
"84485","","survey-multi-choice","9","627002","0.0-6.0-0.0","23077","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5",""
"93692","","survey-multi-choice","10","726419","0.0-6.0-1.0","23077","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5.7",""
"56654","","survey-multi-choice","11","787692","0.0-6.0-2.0","23077","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.9",""
"33227","","survey-multi-choice","12","826207","0.0-6.0-3.0","23077","","","{""Q0"":""No""}","","Yes","","false","1","false","","gvars","clinical","5.6",""
"20431","","survey-multi-choice","13","850388","0.0-6.0-4.0","23077","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.1",""
"-1","","single-stim","14","885452","0.0-7.0","23077","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"72956","","survey-multi-choice","15","959422","0.0-8.0-0.0","23077","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.3",""
"61587","","survey-multi-choice","16","1024718","0.0-8.0-1.0","23077","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.4",""
"43597","","survey-multi-choice","17","1072171","0.0-8.0-2.0","23077","","","{""Q0"":""No""}","","Yes","","false","2","false","","gvars","clinical","5.5",""
"22210","","survey-multi-choice","18","1098696","0.0-8.0-3.0","23077","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.2",""
"33258","","survey-multi-choice","19","1135695","0.0-8.0-4.0","23077","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.8",""
