"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"12344","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","12509","0.0-0.0","74595","","","","","","","","","","","","","",""
"15970","","survey-multi-choice","1","29496","0.0-1.0","74595","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"54206","","instructions","2","84702","0.0-2.0","74595","","","","[{""page_index"":0,""viewing_time"":1959},{""page_index"":1,""viewing_time"":2124},{""page_index"":2,""viewing_time"":48153},{""page_index"":3,""viewing_time"":1970}]","","","","","","","","","",""
"26496","","survey-multi-choice","3","112201","0.0-3.0-0.0","74595","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","10","false","","","","",""
"21731","","survey-multi-choice","4","137705","0.0-3.0-1.0","74595","","","{""Q0"":""Yes""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","false","10","false","","","","",""
"50070","","survey-multi-choice","5","192906","0.0-3.0-2.0","74595","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","1","false","","","","",""
"30856","","survey-multi-choice","6","227299","0.0-4.0-0.0-0.0","74595","","","{""Q0"":""Yes""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","true","10","false","","","","",""
"54576","","survey-multi-choice","7","285910","0.0-4.0-0.0-1.0","74595","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","10","false","","","","",""
"3355","","text","8","292706","0.0-5.0","74595","","","","","","","","","","83","","","",""
"103472","","survey-multi-choice","9","397181","0.0-6.0-0.0","74595","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.9",""
"35848","","survey-multi-choice","10","436592","0.0-6.0-1.0","74595","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.1",""
"43573","","survey-multi-choice","11","482647","0.0-6.0-2.0","74595","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.2",""
"24377","","survey-multi-choice","12","509486","0.0-6.0-3.0","74595","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.3",""
"41322","","survey-multi-choice","13","553171","0.0-6.0-4.0","74595","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.5",""
"-1","","single-stim","14","585559","0.0-7.0","74595","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"31618","","survey-multi-choice","15","618181","0.0-8.0-0.0","74595","","","{""Q0"":""Yes""}","","Yes","","true","10","false","","gvars","clinical","5.6",""
"29005","","survey-multi-choice","16","650141","0.0-8.0-1.0","74595","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.7",""
"20008","","survey-multi-choice","17","672544","0.0-8.0-2.0","74595","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.4",""
"29030","","survey-multi-choice","18","704310","0.0-8.0-3.0","74595","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5.8",""
"36664","","survey-multi-choice","19","743250","0.0-8.0-4.0","74595","","","{""Q0"":""No""}","","No","","true","10","false","","gvars","clinical","5",""
