"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"2176","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","2696","0.0-0.0","39571","","","","","","","","","","","","","",""
"5439","","survey-multi-choice","1","9150","0.0-1.0","39571","","","{""Q0"":""18-34"",""Q1"":""Male"",""Q2"":""Masters and Beyond"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"4842","","instructions","2","14996","0.0-2.0","39571","","","","[{""page_index"":0,""viewing_time"":929},{""page_index"":1,""viewing_time"":1598},{""page_index"":2,""viewing_time"":1173},{""page_index"":3,""viewing_time"":1139}]","","","","","","","","","",""
"2050","","survey-multi-choice","3","18055","0.0-3.0-0.0","39571","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","8","false","","","","",""
"1636","","survey-multi-choice","4","23952","0.0-3.0-1.0","39571","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","8","false","","","","",""
"169492","","survey-multi-choice","5","197515","0.0-3.0-2.0","39571","","","{""Q0"":""No""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","false","8","false","","","","",""
"114904","","survey-multi-choice","6","317299","0.0-4.0-0.0-0.0","39571","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","8","false","","","","",""
"14759","","survey-multi-choice","7","335916","0.0-4.0-0.0-1.0","39571","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","8","false","","","","",""
"1380","","text","8","340622","0.0-5.0","39571","","","","","","","","","","83","","","",""
"59252","","survey-multi-choice","9","400881","0.0-6.0-0.0","39571","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.3",""
"70028","","survey-multi-choice","10","475382","0.0-6.0-1.0","39571","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.4",""
"13540","","survey-multi-choice","11","492720","0.0-6.0-2.0","39571","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.2",""
"1764","","survey-multi-choice","12","498385","0.0-6.0-3.0","39571","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.7",""
"3977","","survey-multi-choice","13","505975","0.0-6.0-4.0","39571","","","{""Q0"":""No""}","","Yes","","false","8","false","","gvars","clinical","5.1",""
"-1","","single-stim","14","540020","0.0-7.0","39571","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"16261","","survey-multi-choice","15","558287","0.0-8.0-0.0","39571","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5",""
"1241","","survey-multi-choice","16","563260","0.0-8.0-1.0","39571","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.8",""
"2302","","survey-multi-choice","17","569330","0.0-8.0-2.0","39571","","","{""Q0"":""Yes""}","","No","","false","8","false","","gvars","clinical","5.9",""
"7773","","survey-multi-choice","18","582940","0.0-8.0-3.0","39571","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.5",""
"1870","","survey-multi-choice","19","588395","0.0-8.0-4.0","39571","","","{""Q0"":""No""}","","Yes","","false","7","false","","gvars","clinical","5.6",""
