"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"22396","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","22747","0.0-0.0","61365","","","","","","","","","","","","","",""
"22519","","survey-multi-choice","1","46316","0.0-1.0","61365","","","{""Q0"":""18-34"",""Q1"":""Female"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"358156","","instructions","2","405476","0.0-2.0","61365","","","","[{""page_index"":0,""viewing_time"":28088},{""page_index"":1,""viewing_time"":162188},{""page_index"":2,""viewing_time"":69820},{""page_index"":3,""viewing_time"":98058}]","","","","","","","","","",""
"54264","","survey-multi-choice","3","460756","0.0-3.0-0.0","61365","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","7","false","","","","",""
"24680","","survey-multi-choice","4","508269","0.0-3.0-1.0","61365","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","8","false","","","","",""
"78789","","survey-multi-choice","5","600453","0.0-3.0-2.0","61365","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","8","false","","","","",""
"3902","","text","6","610041","0.0-5.0","61365","","","","","","","","","","83","","","",""
"120873","","survey-multi-choice","7","731921","0.0-6.0-0.0","61365","","","{""Q0"":""Yes""}","","No","","false","6","false","","gvars","clinical","5.7",""
"41620","","survey-multi-choice","8","782747","0.0-6.0-1.0","61365","","","{""Q0"":""Yes""}","","Yes","","true","6","false","","gvars","clinical","5.1",""
"64009","","survey-multi-choice","9","852222","0.0-6.0-2.0","61365","","","{""Q0"":""Yes""}","","Yes","","true","8","false","","gvars","clinical","5.6",""
"29098","","survey-multi-choice","10","887149","0.0-6.0-3.0","61365","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5",""
"22649","","survey-multi-choice","11","916579","0.0-6.0-4.0","61365","","","{""Q0"":""No""}","","Yes","","false","6","false","","gvars","clinical","5.2",""
"-1","","single-stim","12","953672","0.0-7.0","61365","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"9875","","survey-multi-choice","13","964568","0.0-8.0-0.0","61365","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.8",""
"22493","","survey-multi-choice","14","992928","0.0-8.0-1.0","61365","","","{""Q0"":""Yes""}","","No","","false","7","false","","gvars","clinical","5.4",""
"12578","","survey-multi-choice","15","1010481","0.0-8.0-2.0","61365","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.3",""
"12836","","survey-multi-choice","16","1029933","0.0-8.0-3.0","61365","","","{""Q0"":""No""}","","No","","true","8","false","","gvars","clinical","5.9",""
"9510","","survey-multi-choice","17","1044987","0.0-8.0-4.0","61365","","","{""Q0"":""No""}","","Yes","","false","6","false","","gvars","clinical","5.5",""
