"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"4944","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","4960","0.0-0.0","58900","","","","","","","","","","","","","",""
"16560","","survey-multi-choice","1","22600","0.0-1.0","58900","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""Bachelor's"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"273797","","instructions","2","297408","0.0-2.0","58900","","","","[{""page_index"":0,""viewing_time"":39067},{""page_index"":1,""viewing_time"":8969},{""page_index"":2,""viewing_time"":7793},{""page_index"":3,""viewing_time"":199434},{""page_index"":2,""viewing_time"":14745},{""page_index"":3,""viewing_time"":3788}]","","","","","","","","","",""
"6988","","survey-multi-choice","3","305425","0.0-3.0-0.0","58900","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","5","false","","","","",""
"3456","","survey-multi-choice","4","321043","0.0-3.0-1.0","58900","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","5","false","","","","",""
"5431","","survey-multi-choice","5","329741","0.0-3.0-2.0","58900","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","5","false","","","","",""
"2590","","text","6","337407","0.0-5.0","58900","","","","","","","","","","83","","","",""
"3741","","survey-multi-choice","7","342172","0.0-6.0-0.0","58900","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.5",""
"12893","","survey-multi-choice","8","369495","0.0-6.0-1.0","58900","","","{""Q0"":""Yes""}","","No","","false","1","false","","gvars","clinical","5.3",""
"21299","","survey-multi-choice","9","398459","0.0-6.0-2.0","58900","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5",""
"30645","","survey-multi-choice","10","436817","0.0-6.0-3.0","58900","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.7",""
"24160","","survey-multi-choice","11","465395","0.0-6.0-4.0","58900","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.2",""
"-1","","single-stim","12","498665","0.0-7.0","58900","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"29786","","survey-multi-choice","13","529478","0.0-8.0-0.0","58900","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.4",""
"16763","","survey-multi-choice","14","550791","0.0-8.0-1.0","58900","","","{""Q0"":""No""}","","No","","true","5","false","","gvars","clinical","5.9",""
"20698","","survey-multi-choice","15","574278","0.0-8.0-2.0","58900","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.1",""
"5188","","survey-multi-choice","16","582067","0.0-8.0-3.0","58900","","","{""Q0"":""No""}","","No","","true"," 5","false","","gvars","clinical","5.8",""
"17840","","survey-multi-choice","17","603516","0.0-8.0-4.0","58900","","","{""Q0"":""No""}","","Yes","","false","5","false","","gvars","clinical","5.6",""
