"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"4286","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","4374","0.0-0.0","94372","","","","","","","","","","","","","",""
"29232","","survey-multi-choice","1","34631","0.0-1.0","94372","","","{""Q0"":""35-50"",""Q1"":""Female"",""Q2"":""High School"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"321156","","instructions","2","356788","0.0-2.0","94372","","","","[{""page_index"":0,""viewing_time"":39471},{""page_index"":1,""viewing_time"":141433},{""page_index"":2,""viewing_time"":57448},{""page_index"":3,""viewing_time"":82803}]","","","","","","","","","",""
"82892","","survey-multi-choice","3","440687","0.0-3.0-0.0","94372","","","{""Q0"":""Yes""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","false","2","false","","","","",""
"79088","","survey-multi-choice","4","534451","0.0-3.0-1.0","94372","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","8","false","","","","",""
"54113","","survey-multi-choice","5","597006","0.0-3.0-2.0","94372","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","9","false","","","","",""
"44658","","survey-multi-choice","6","647450","0.0-4.0-0.0-0.0","94372","","","{""Q0"":""No""}","","Yes","He will be happy with tranquilizers (chosen from first condition) and painkillers (chosen from second condition).","false","2","false","","","","",""
"100368","","survey-multi-choice","7","754236","0.0-4.0-0.0-1.0","94372","","","{""Q0"":""No""}","","No","We know he is both fatigued and has a fast heart rate, so he needs either laxatives with stimulants and tranquilizers, just vitamins, or just painkillers. Here, the doctor has recommended laxatives and tranquilizers, but not stimulants, so the alien will be unhappy.","true","8","false","","","","",""
"37182","","text","8","797552","0.0-5.0","94372","","","","","","","","","","83","","","",""
"204181","","survey-multi-choice","9","1002738","0.0-6.0-0.0","94372","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.9",""
"63813","","survey-multi-choice","10","1072158","0.0-6.0-1.0","94372","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.3",""
"35776","","survey-multi-choice","11","1114267","0.0-6.0-2.0","94372","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.2",""
"54520","","survey-multi-choice","12","1175584","0.0-6.0-3.0","94372","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.5",""
"83751","","survey-multi-choice","13","1264227","0.0-6.0-4.0","94372","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.4",""
"-1","","single-stim","14","1298841","0.0-7.0","94372","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"104674","","survey-multi-choice","15","1404522","0.0-8.0-0.0","94372","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.6",""
"25583","","survey-multi-choice","16","1434718","0.0-8.0-1.0","94372","","","{""Q0"":""Yes""}","","Yes","","true","9","false","","gvars","clinical","5.1",""
"59615","","survey-multi-choice","17","1498873","0.0-8.0-2.0","94372","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5.7",""
"29768","","survey-multi-choice","18","1534553","0.0-8.0-3.0","94372","","","{""Q0"":""Yes""}","","No","","false","2","false","","gvars","clinical","5",""
"30347","","survey-multi-choice","19","1570155","0.0-8.0-4.0","94372","","","{""Q0"":""No""}","","No","","true","9","false","","gvars","clinical","5.8",""
