"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","code","turkid","hitid","responses","view_history","answer","reasoning","correct","rating","timedout","key_press","exp_type","domain","question_id","stimulus"
"15304","http://mturk.gershmanlab.webfactional.com/interpretability/turk-experiments/consent_page_clinical.html","html","0","15438","0.0-0.0","12124","","","","","","","","","","","","","",""
"12370","","survey-multi-choice","1","28890","0.0-1.0","12124","","","{""Q0"":""35-50"",""Q1"":""Male"",""Q2"":""Masters and Beyond"",""Q3"":""US/Canada""}","","","","","","","","","","",""
"182469","","instructions","2","212360","0.0-2.0","12124","","","","[{""page_index"":0,""viewing_time"":18193},{""page_index"":1,""viewing_time"":67703},{""page_index"":2,""viewing_time"":24870},{""page_index"":3,""viewing_time"":71701}]","","","","","","","","","",""
"58804","","survey-multi-choice","3","272178","0.0-3.0-0.0","12124","","","{""Q0"":""No""}","","No","He would have liked just stimulants with antibiotics or just vitamins with laxatives, but he doesn't want stimulants and antibiotics with Vyorix.","true","6","false","","","","",""
"47775","","survey-multi-choice","4","340937","0.0-3.0-1.0","12124","","","{""Q0"":""No""}","","No","We gave him the right medications, a combination of antibiotics, laxatives, and painkillers, but Athoxin gives him hiccups which he hates.","true","7","false","","","","",""
"90920","","survey-multi-choice","5","442742","0.0-3.0-2.0","12124","","","{""Q0"":""Yes""}","","Yes","He will be happy with a tranquilizer (chosen from first condition), antibiotic (chosen from third condition), and laxative (chosen from second condition).","true","3","false","","","","",""
"2531","","text","6","454046","0.0-5.0","12124","","","","","","","","","","83","","","",""
"133632","","survey-multi-choice","7","588690","0.0-6.0-0.0","12124","","","{""Q0"":""No""}","","Yes","","false","3","false","","gvars","clinical","5.6",""
"43697","","survey-multi-choice","8","646801","0.0-6.0-1.0","12124","","","{""Q0"":""Yes""}","","Yes","","true","5","false","","gvars","clinical","5.1",""
"65640","","survey-multi-choice","9","718330","0.0-6.0-2.0","12124","","","{""Q0"":""No""}","","No","","true","4","false","","gvars","clinical","5",""
"62896","","survey-multi-choice","10","787232","0.0-6.0-3.0","12124","","","{""Q0"":""No""}","","Yes","","false","3","false","","gvars","clinical","5.5",""
"68474","","survey-multi-choice","11","862616","0.0-6.0-4.0","12124","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.9",""
"-1","","single-stim","12","897125","0.0-7.0","12124","","","","","","","","","","-1","","","","<span id='timer'></span><p>You're halfway through! We'll give you 30 seconds to sit back in your chair and rest before continuing.</p>"
"42954","","survey-multi-choice","13","941091","0.0-8.0-0.0","12124","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.3",""
"54564","","survey-multi-choice","14","1002170","0.0-8.0-1.0","12124","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.8",""
"55603","","survey-multi-choice","15","1064251","0.0-8.0-2.0","12124","","","{""Q0"":""No""}","","No","","true","6","false","","gvars","clinical","5.4",""
"31617","","survey-multi-choice","16","1102751","0.0-8.0-3.0","12124","","","{""Q0"":""Yes""}","","Yes","","true","7","false","","gvars","clinical","5.2",""
"34758","","survey-multi-choice","17","1143215","0.0-8.0-4.0","12124","","","{""Q0"":""No""}","","No","","true","7","false","","gvars","clinical","5.7",""
